math_score,science_score,programming_skill,communication_skill,creativity,interest_area,experience_years,career
89,75,Medium,High,High,Technology,0,Frontend Developer
82,94,High,High,Low,Technology,0,Cloud Engineer (Junior)
73,94,High,High,Low,Technology,0,ML Engineer (Junior)
86,78,Medium,Medium,Low,Technology,1,Junior Software Engineer
87,85,High,High,Low,Technology,0,Data Scientist (Junior)
83,73,High,High,Low,Technology,3,Data Scientist (Junior)
75,84,High,Medium,Low,Technology,0,Backend Developer
89,85,Medium,High,High,Technology,0,Frontend Developer
87,74,Medium,Medium,Low,Technology,2,Junior Software Engineer
73,77,Medium,High,High,Technology,0,Frontend Developer
81,72,Medium,High,Medium,Technology,0,Web Developer
74,89,Medium,High,Low,Technology,1,Data Analyst
83,77,High,High,Low,Technology,0,Software Engineer
95,74,Medium,High,Medium,Technology,2,Web Developer
86,82,High,Medium,Low,Technology,5,DevOps Engineer (Junior)
70,79,High,Medium,Low,Technology,0,Software Engineer
71,77,High,High,Low,Technology,0,Cloud Engineer (Junior)
73,76,Medium,Medium,Low,Technology,2,QA Engineer
70,86,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
70,82,Medium,High,High,Technology,0,Frontend Developer
70,85,Medium,Medium,Low,Technology,0,QA Engineer
70,87,High,High,Low,Technology,4,Software Engineer
77,83,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
88,72,Medium,Medium,Medium,Technology,1,Web Developer
91,81,High,Medium,Low,Technology,0,Backend Developer
72,74,High,High,Low,Technology,1,DevOps Engineer (Junior)
92,78,High,Medium,Low,Technology,1,Backend Developer
91,85,Low,High,High,Technology,0,UI/UX Designer
90,78,Low,High,High,Technology,1,UI/UX Designer
91,70,High,Medium,Low,Technology,1,Backend Developer
89,86,Medium,High,Low,Technology,1,QA Engineer
89,75,Medium,High,Low,Technology,2,Junior Software Engineer
75,95,High,High,Low,Technology,2,Data Scientist (Junior)
80,80,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
79,93,Medium,High,Low,Technology,4,QA Engineer
75,76,High,High,Low,Technology,5,Software Engineer
94,71,Medium,Medium,High,Technology,0,Frontend Developer
83,85,Medium,Medium,Medium,Technology,3,Web Developer
82,88,High,Medium,Low,Technology,0,ML Engineer (Junior)
85,76,Medium,High,Low,Technology,1,Data Analyst
85,82,High,High,Low,Technology,0,ML Engineer (Junior)
78,73,High,High,Low,Technology,1,ML Engineer (Junior)
78,87,High,High,Low,Technology,0,Software Engineer
88,76,High,High,Low,Technology,1,Cloud Engineer (Junior)
94,77,Medium,High,Medium,Technology,0,Web Developer
89,76,Medium,High,Low,Technology,2,Data Analyst
71,86,Medium,High,Low,Technology,5,QA Engineer
89,70,Medium,High,High,Technology,2,Frontend Developer
87,84,Medium,High,Low,Technology,3,QA Engineer
94,87,Medium,High,Medium,Technology,3,Web Developer
86,89,Medium,Medium,Low,Technology,0,Junior Software Engineer
82,93,Medium,Medium,Low,Technology,1,Junior Software Engineer
86,90,High,High,Low,Technology,0,Backend Developer
94,75,High,High,Low,Technology,0,ML Engineer (Junior)
87,71,Medium,High,Low,Technology,1,Data Analyst
70,95,Low,Medium,High,Technology,0,UI/UX Designer
94,91,High,Medium,Low,Technology,0,Software Engineer
86,87,Low,Medium,High,Technology,2,UI/UX Designer
77,90,Medium,High,Low,Technology,3,Junior Software Engineer
91,85,High,High,Low,Technology,1,DevOps Engineer (Junior)
77,71,High,Medium,Low,Technology,1,Data Scientist (Junior)
90,82,High,High,Low,Technology,1,Software Engineer
76,77,Medium,Medium,High,Technology,1,Frontend Developer
73,77,High,Medium,Low,Technology,3,Data Scientist (Junior)
90,90,Medium,Medium,Low,Technology,0,QA Engineer
83,88,High,High,Low,Technology,3,Software Engineer
81,83,Medium,High,Low,Technology,5,Junior Software Engineer
83,74,High,High,Low,Technology,1,ML Engineer (Junior)
76,77,High,Medium,Low,Technology,0,Backend Developer
88,70,Medium,Medium,Low,Technology,1,Data Analyst
82,71,Medium,Medium,Low,Technology,1,QA Engineer
86,80,High,High,Low,Technology,2,Backend Developer
83,75,High,High,Low,Technology,0,Backend Developer
77,71,Medium,High,High,Technology,0,Frontend Developer
85,78,High,High,Low,Technology,4,Software Engineer
79,81,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
79,92,High,High,Low,Technology,1,ML Engineer (Junior)
81,80,Medium,High,High,Technology,1,Frontend Developer
84,93,Medium,High,Medium,Technology,1,Web Developer
74,79,High,High,Low,Technology,2,Cyber Security Analyst
79,95,Medium,Medium,Medium,Technology,0,Web Developer
89,91,High,Medium,Low,Technology,1,Data Scientist (Junior)
82,83,Medium,Medium,Low,Technology,1,Junior Software Engineer
91,93,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
80,73,Medium,Medium,Low,Technology,3,QA Engineer
92,90,Medium,Medium,Low,Technology,0,Data Analyst
88,81,High,High,Low,Technology,3,Software Engineer
95,88,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
71,95,High,High,Low,Technology,0,Software Engineer
78,81,Low,Medium,High,Technology,1,UI/UX Designer
83,77,Medium,High,Low,Technology,1,Data Analyst
75,79,Medium,Medium,Medium,Technology,2,Web Developer
76,78,Medium,Medium,Medium,Technology,0,Web Developer
84,94,Medium,Medium,Low,Technology,0,QA Engineer
82,88,High,Medium,Low,Technology,2,Software Engineer
79,71,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
84,85,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
93,83,Medium,Medium,High,Technology,1,Frontend Developer
87,71,High,Medium,Low,Technology,1,Backend Developer
90,74,Medium,High,Low,Technology,3,Data Analyst
74,92,Medium,High,Low,Technology,0,Data Analyst
84,82,Medium,Medium,Low,Technology,2,QA Engineer
74,85,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
70,93,Medium,High,Low,Technology,2,Data Analyst
88,93,High,Medium,Low,Technology,4,Cyber Security Analyst
80,72,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
83,84,Medium,High,Low,Technology,3,Data Analyst
88,93,Medium,High,Low,Technology,1,Data Analyst
92,95,Medium,Medium,Low,Technology,1,QA Engineer
90,82,High,High,Low,Technology,0,Backend Developer
94,77,Medium,Medium,High,Technology,1,Frontend Developer
77,93,Medium,Medium,Medium,Technology,5,Web Developer
73,72,Medium,High,Low,Technology,5,Junior Software Engineer
77,74,High,High,Low,Technology,1,Data Scientist (Junior)
72,70,High,Medium,Low,Technology,0,Software Engineer
78,70,Medium,Medium,High,Technology,2,Frontend Developer
92,81,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
95,88,Medium,High,Medium,Technology,1,Web Developer
75,90,Medium,Medium,Low,Technology,2,Data Analyst
79,76,Medium,Medium,Low,Technology,3,Junior Software Engineer
88,86,High,Medium,Low,Technology,5,Backend Developer
81,87,High,Medium,Low,Technology,1,Backend Developer
92,89,High,Medium,Low,Technology,0,Backend Developer
91,81,Medium,High,Low,Technology,2,QA Engineer
79,88,Low,High,High,Technology,1,UI/UX Designer
92,70,High,High,Low,Technology,1,Backend Developer
73,80,Medium,Medium,High,Technology,0,Frontend Developer
78,71,High,High,Low,Technology,0,Backend Developer
80,77,High,Medium,Low,Technology,0,Software Engineer
80,81,Medium,Medium,Low,Technology,0,Junior Software Engineer
95,85,Low,High,High,Technology,5,UI/UX Designer
86,89,High,Medium,Low,Technology,0,Backend Developer
80,70,Medium,High,Low,Technology,0,Data Analyst
74,87,Medium,Medium,Medium,Technology,1,Web Developer
89,88,High,High,Low,Technology,2,Data Scientist (Junior)
73,85,Medium,High,Low,Technology,1,QA Engineer
77,92,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
84,75,High,High,Low,Technology,5,Software Engineer
78,71,Medium,High,Low,Technology,1,Junior Software Engineer
72,78,Medium,High,Low,Technology,1,QA Engineer
73,71,Low,High,High,Technology,0,UI/UX Designer
92,91,High,High,Low,Technology,0,ML Engineer (Junior)
78,72,High,High,Low,Technology,2,Cyber Security Analyst
89,81,High,High,Low,Technology,1,Data Scientist (Junior)
90,80,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
95,73,Medium,High,High,Technology,1,Frontend Developer
94,80,High,High,Low,Technology,1,ML Engineer (Junior)
87,87,Medium,Medium,Medium,Technology,2,Web Developer
80,82,Medium,Medium,High,Technology,0,Frontend Developer
92,78,High,High,Low,Technology,2,Data Scientist (Junior)
87,77,High,Medium,Low,Technology,1,ML Engineer (Junior)
79,81,High,Medium,Low,Technology,3,ML Engineer (Junior)
93,80,Medium,High,Low,Technology,0,Junior Software Engineer
93,95,Medium,High,Low,Technology,0,Junior Software Engineer
76,70,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
70,88,High,Medium,Low,Technology,0,ML Engineer (Junior)
80,82,High,Medium,Low,Technology,0,Backend Developer
91,72,Medium,Medium,High,Technology,1,Frontend Developer
95,86,Medium,Medium,Medium,Technology,0,Web Developer
75,77,High,High,Low,Technology,0,Cyber Security Analyst
72,91,High,High,Low,Technology,1,ML Engineer (Junior)
89,89,Medium,Medium,Low,Technology,1,QA Engineer
85,92,Low,High,High,Technology,0,UI/UX Designer
87,70,Medium,Medium,Low,Technology,0,Junior Software Engineer
81,76,High,Medium,Low,Technology,0,Data Scientist (Junior)
74,78,Medium,High,Low,Technology,5,Junior Software Engineer
83,90,High,Medium,Low,Technology,3,Software Engineer
95,88,Medium,Medium,Low,Technology,0,QA Engineer
78,93,Medium,High,Medium,Technology,1,Web Developer
70,73,High,Medium,Low,Technology,1,Data Scientist (Junior)
94,74,Medium,Medium,Medium,Technology,1,Web Developer
95,83,Medium,High,High,Technology,0,Frontend Developer
89,75,High,High,Low,Technology,0,DevOps Engineer (Junior)
72,88,Medium,High,Low,Technology,1,QA Engineer
73,71,Medium,High,Low,Technology,1,Data Analyst
78,93,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
80,78,High,Medium,Low,Technology,0,Data Scientist (Junior)
91,72,High,Medium,Low,Technology,0,Backend Developer
86,79,Medium,Medium,Medium,Technology,1,Web Developer
89,80,Medium,Medium,Low,Technology,1,Data Analyst
78,91,High,Medium,Low,Technology,0,Data Scientist (Junior)
92,95,Medium,Medium,High,Technology,1,Frontend Developer
89,87,High,High,Low,Technology,1,ML Engineer (Junior)
83,95,High,Medium,Low,Technology,2,Data Scientist (Junior)
87,85,High,High,Low,Technology,0,ML Engineer (Junior)
89,83,High,High,Low,Technology,3,ML Engineer (Junior)
74,88,High,Medium,Low,Technology,0,Backend Developer
91,84,Low,High,High,Technology,0,UI/UX Designer
73,91,Medium,Medium,High,Technology,1,Frontend Developer
78,74,Medium,High,Medium,Technology,1,Web Developer
94,72,High,High,Low,Technology,0,Cyber Security Analyst
72,72,High,High,Low,Technology,0,ML Engineer (Junior)
88,94,Medium,Medium,High,Technology,0,Frontend Developer
81,88,High,High,Low,Technology,1,ML Engineer (Junior)
82,88,High,Medium,Low,Technology,0,Software Engineer
89,85,Medium,Medium,Low,Technology,2,Junior Software Engineer
93,74,High,High,Low,Technology,2,DevOps Engineer (Junior)
76,88,High,High,Low,Technology,0,Backend Developer
72,89,Medium,Medium,Low,Technology,0,Data Analyst
81,81,Low,High,High,Technology,1,UI/UX Designer
82,89,High,High,Low,Technology,0,Backend Developer
92,77,High,High,Low,Technology,3,ML Engineer (Junior)
81,78,High,Medium,Low,Technology,2,Backend Developer
94,73,Medium,Medium,Low,Technology,0,QA Engineer
92,86,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
79,82,High,Medium,Low,Technology,2,ML Engineer (Junior)
74,82,Low,High,High,Technology,1,UI/UX Designer
78,77,High,High,Low,Technology,0,DevOps Engineer (Junior)
74,92,Medium,Medium,Low,Technology,4,QA Engineer
91,70,Medium,Medium,Low,Technology,1,Junior Software Engineer
83,77,Medium,High,High,Technology,0,Frontend Developer
94,73,Medium,Medium,High,Technology,2,Frontend Developer
70,84,Medium,High,Low,Technology,0,Junior Software Engineer
77,90,High,Medium,Low,Technology,2,Backend Developer
86,87,High,High,Low,Technology,4,Backend Developer
90,70,Medium,High,High,Technology,2,Frontend Developer
73,84,Medium,High,High,Technology,0,Frontend Developer
79,82,Low,High,High,Technology,1,UI/UX Designer
70,86,High,Medium,Low,Technology,3,ML Engineer (Junior)
82,72,Medium,Medium,High,Technology,1,Frontend Developer
71,89,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
95,72,Low,Medium,High,Technology,1,UI/UX Designer
85,88,High,Medium,Low,Technology,1,Backend Developer
76,76,Medium,High,Low,Technology,0,Data Analyst
84,90,Low,Medium,High,Technology,1,UI/UX Designer
83,70,High,High,Low,Technology,1,Backend Developer
94,87,High,Medium,Low,Technology,0,ML Engineer (Junior)
88,70,Medium,High,Medium,Technology,3,Web Developer
76,71,High,High,Low,Technology,1,Cyber Security Analyst
81,89,Medium,Medium,Low,Technology,1,Junior Software Engineer
70,75,Low,High,High,Technology,3,UI/UX Designer
90,75,Medium,High,Low,Technology,1,Junior Software Engineer
91,70,High,Medium,Low,Technology,3,Cyber Security Analyst
94,83,Medium,High,Low,Technology,0,Junior Software Engineer
81,82,High,Medium,Low,Technology,3,ML Engineer (Junior)
85,86,High,High,Low,Technology,1,Cloud Engineer (Junior)
91,89,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
82,74,High,High,Low,Technology,3,Cloud Engineer (Junior)
88,77,High,Medium,Low,Technology,1,Data Scientist (Junior)
94,93,Medium,High,High,Technology,3,Frontend Developer
85,76,Medium,Medium,Low,Technology,0,Data Analyst
88,80,Medium,Medium,High,Technology,1,Frontend Developer
77,77,High,High,Low,Technology,2,Software Engineer
70,74,High,Medium,Low,Technology,1,Software Engineer
75,84,Medium,High,High,Technology,0,Frontend Developer
85,81,Low,Medium,High,Technology,2,UI/UX Designer
85,89,Medium,Medium,High,Technology,1,Frontend Developer
83,74,High,High,Low,Technology,0,Cyber Security Analyst
80,78,High,Medium,Low,Technology,5,Cloud Engineer (Junior)
90,94,High,High,Low,Technology,1,Data Scientist (Junior)
84,95,Medium,High,Low,Technology,3,QA Engineer
73,91,Medium,High,Medium,Technology,2,Web Developer
80,92,High,High,Low,Technology,0,Data Scientist (Junior)
89,86,High,High,Low,Technology,0,Software Engineer
72,88,High,Medium,Low,Technology,2,Cyber Security Analyst
86,72,Medium,High,Medium,Technology,0,Web Developer
93,70,Low,High,High,Technology,0,UI/UX Designer
84,89,Medium,Medium,Low,Technology,0,Junior Software Engineer
93,84,High,Medium,Low,Technology,0,Software Engineer
87,85,High,High,Low,Technology,0,Software Engineer
78,80,High,High,Low,Technology,2,Cyber Security Analyst
86,74,Low,Medium,High,Technology,1,UI/UX Designer
86,78,Medium,Medium,Medium,Technology,2,Web Developer
81,88,Medium,High,Low,Technology,0,QA Engineer
83,90,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
70,93,High,Medium,Low,Technology,3,Software Engineer
70,80,High,Medium,Low,Technology,2,Cyber Security Analyst
94,77,High,Medium,Low,Technology,0,Backend Developer
94,77,Medium,Medium,Low,Technology,1,Data Analyst
84,81,High,Medium,Low,Technology,3,Cloud Engineer (Junior)
81,76,High,Medium,Low,Technology,1,Backend Developer
95,85,Medium,Medium,Low,Technology,0,Junior Software Engineer
72,91,Medium,Medium,Low,Technology,5,QA Engineer
87,85,High,High,Low,Technology,0,DevOps Engineer (Junior)
78,94,Medium,Medium,Low,Technology,1,Data Analyst
87,74,High,High,Low,Technology,1,Cloud Engineer (Junior)
90,83,High,High,Low,Technology,0,Software Engineer
70,71,Medium,Medium,Medium,Technology,0,Web Developer
85,76,Medium,Medium,High,Technology,1,Frontend Developer
88,85,High,Medium,Low,Technology,1,Data Scientist (Junior)
88,94,High,High,Low,Technology,0,Backend Developer
85,90,High,High,Low,Technology,0,Data Scientist (Junior)
76,91,High,Medium,Low,Technology,2,Software Engineer
80,85,High,Medium,Low,Technology,1,Software Engineer
80,90,Medium,Medium,Low,Technology,3,Junior Software Engineer
78,84,Medium,High,Medium,Technology,1,Web Developer
95,83,Medium,High,Low,Technology,2,Junior Software Engineer
86,87,High,High,Low,Technology,0,Backend Developer
70,82,High,Medium,Low,Technology,3,Backend Developer
88,77,Medium,Medium,Low,Technology,1,QA Engineer
74,88,Medium,High,Medium,Technology,3,Web Developer
79,84,Medium,Medium,High,Technology,3,Frontend Developer
81,73,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
80,77,High,High,Low,Technology,0,Cyber Security Analyst
83,74,High,Medium,Low,Technology,1,Backend Developer
89,70,High,High,Low,Technology,0,ML Engineer (Junior)
85,82,High,Medium,Low,Technology,2,Data Scientist (Junior)
77,71,High,High,Low,Technology,0,Cyber Security Analyst
74,91,High,High,Low,Technology,0,Cyber Security Analyst
88,87,Medium,Medium,Medium,Technology,2,Web Developer
93,89,Medium,Medium,Medium,Technology,2,Web Developer
86,85,Medium,High,High,Technology,2,Frontend Developer
74,87,Medium,High,High,Technology,1,Frontend Developer
72,82,High,Medium,Low,Technology,1,Software Engineer
70,80,Low,High,High,Technology,1,UI/UX Designer
72,78,High,Medium,Low,Technology,3,Backend Developer
81,71,Low,Medium,High,Technology,0,UI/UX Designer
74,73,Medium,High,Low,Technology,0,QA Engineer
95,91,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
95,89,High,Medium,Low,Technology,3,Backend Developer
79,95,High,High,Low,Technology,0,Cyber Security Analyst
70,90,Medium,High,Low,Technology,3,Junior Software Engineer
71,71,Medium,Medium,High,Technology,0,Frontend Developer
84,77,Medium,High,Medium,Technology,4,Web Developer
95,94,Medium,High,Low,Technology,1,Data Analyst
93,81,High,High,Low,Technology,0,DevOps Engineer (Junior)
82,92,High,High,Low,Technology,1,ML Engineer (Junior)
71,81,High,High,Low,Technology,1,Cyber Security Analyst
74,75,High,Medium,Low,Technology,0,Backend Developer
92,94,High,Medium,Low,Technology,0,Data Scientist (Junior)
79,85,Medium,Medium,Low,Technology,1,QA Engineer
88,92,High,High,Low,Technology,0,Data Scientist (Junior)
87,77,High,High,Low,Technology,1,Backend Developer
85,75,Medium,High,Low,Technology,0,Data Analyst
71,85,High,Medium,Low,Technology,3,Cyber Security Analyst
70,75,High,High,Low,Technology,0,Backend Developer
92,84,High,Medium,Low,Technology,0,Data Scientist (Junior)
88,84,High,High,Low,Technology,3,DevOps Engineer (Junior)
89,77,Medium,Medium,Low,Technology,2,Data Analyst
76,70,Medium,Medium,High,Technology,0,Frontend Developer
80,71,High,Medium,Low,Technology,0,Data Scientist (Junior)
85,72,Medium,High,Low,Technology,4,Junior Software Engineer
72,82,High,High,Low,Technology,2,Cyber Security Analyst
75,75,High,High,Low,Technology,2,ML Engineer (Junior)
93,70,High,Medium,Low,Technology,1,Software Engineer
87,78,Medium,High,Low,Technology,1,Data Analyst
72,76,High,Medium,Low,Technology,1,Data Scientist (Junior)
85,84,Medium,High,High,Technology,0,Frontend Developer
73,70,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
83,82,High,Medium,Low,Technology,1,Data Scientist (Junior)
95,88,High,High,Low,Technology,1,ML Engineer (Junior)
79,76,High,Medium,Low,Technology,0,Software Engineer
90,86,Medium,High,High,Technology,1,Frontend Developer
77,93,Medium,High,High,Technology,0,Frontend Developer
73,73,High,High,Low,Technology,0,Backend Developer
73,78,High,Medium,Low,Technology,1,Data Scientist (Junior)
95,71,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
90,73,Medium,Medium,Low,Technology,0,QA Engineer
76,72,Medium,Medium,Medium,Technology,0,Web Developer
81,79,High,High,Low,Technology,1,Backend Developer
83,82,Medium,Medium,High,Technology,1,Frontend Developer
73,83,Low,High,High,Technology,0,UI/UX Designer
77,72,Medium,High,High,Technology,0,Frontend Developer
83,95,Medium,Medium,Medium,Technology,0,Web Developer
77,73,High,Medium,Low,Technology,1,Data Scientist (Junior)
77,84,Medium,Medium,Low,Technology,0,Data Analyst
87,75,Medium,High,Low,Technology,1,Data Analyst
84,82,Medium,Medium,Low,Technology,3,Data Analyst
79,84,High,Medium,Low,Technology,1,Software Engineer
95,75,High,High,Low,Technology,0,Cyber Security Analyst
94,82,Low,Medium,High,Technology,0,UI/UX Designer
91,83,High,Medium,Low,Technology,0,Cyber Security Analyst
95,76,Medium,Medium,High,Technology,0,Frontend Developer
95,79,Medium,High,Low,Technology,1,QA Engineer
90,77,Medium,Medium,Medium,Technology,0,Web Developer
95,93,Medium,High,Low,Technology,2,QA Engineer
83,80,Medium,High,Low,Technology,0,Data Analyst
71,89,High,High,Low,Technology,0,Data Scientist (Junior)
79,90,High,High,Low,Technology,0,ML Engineer (Junior)
94,80,High,Medium,Low,Technology,1,Cyber Security Analyst
88,84,High,Medium,Low,Technology,1,Software Engineer
87,81,Medium,Medium,Low,Technology,1,QA Engineer
79,73,High,High,Low,Technology,5,ML Engineer (Junior)
90,73,Low,High,High,Technology,0,UI/UX Designer
95,95,Medium,Medium,Low,Technology,0,Data Analyst
74,78,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
94,86,High,High,Low,Technology,0,Backend Developer
89,89,High,Medium,Low,Technology,1,Cyber Security Analyst
93,76,High,Medium,Low,Technology,0,Software Engineer
73,71,Medium,Medium,High,Technology,1,Frontend Developer
90,74,High,High,Low,Technology,0,ML Engineer (Junior)
77,73,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
77,72,Medium,High,High,Technology,3,Frontend Developer
84,70,Low,Medium,High,Technology,1,UI/UX Designer
86,93,High,Medium,Low,Technology,0,ML Engineer (Junior)
71,90,Medium,Medium,Low,Technology,0,QA Engineer
90,85,High,Medium,Low,Technology,0,Software Engineer
86,75,High,High,Low,Technology,1,Backend Developer
89,95,High,High,Low,Technology,0,Data Scientist (Junior)
88,84,High,High,Low,Technology,4,Backend Developer
88,75,Medium,High,Low,Technology,1,Junior Software Engineer
78,80,Low,High,High,Technology,5,UI/UX Designer
83,70,Medium,Medium,Low,Technology,1,Junior Software Engineer
78,70,High,High,Low,Technology,1,Data Scientist (Junior)
94,74,Medium,High,Medium,Technology,1,Web Developer
95,94,Medium,Medium,High,Technology,1,Frontend Developer
84,93,Medium,High,Medium,Technology,1,Web Developer
90,74,High,Medium,Low,Technology,1,ML Engineer (Junior)
85,73,High,High,Low,Technology,1,Software Engineer
94,86,High,Medium,Low,Technology,0,Data Scientist (Junior)
74,70,Medium,High,Low,Technology,0,Data Analyst
78,80,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
94,89,Low,Medium,High,Technology,3,UI/UX Designer
87,75,High,High,Low,Technology,4,Cyber Security Analyst
77,79,Medium,Medium,Low,Technology,0,Junior Software Engineer
75,72,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
82,80,High,High,Low,Technology,1,Cyber Security Analyst
73,95,High,Medium,Low,Technology,1,ML Engineer (Junior)
95,78,Medium,High,Low,Technology,1,Junior Software Engineer
79,95,Medium,Medium,Low,Technology,0,Data Analyst
81,72,Medium,High,High,Technology,0,Frontend Developer
90,92,High,Medium,Low,Technology,1,Backend Developer
74,93,High,High,Low,Technology,0,Cloud Engineer (Junior)
92,81,Medium,High,Medium,Technology,0,Web Developer
86,75,High,Medium,Low,Technology,1,Backend Developer
70,81,High,High,Low,Technology,1,DevOps Engineer (Junior)
74,78,High,High,Low,Technology,2,ML Engineer (Junior)
92,86,Medium,Medium,Low,Technology,1,Data Analyst
87,89,High,High,Low,Technology,1,Data Scientist (Junior)
92,73,High,Medium,Low,Technology,1,Data Scientist (Junior)
76,77,Medium,Medium,Medium,Technology,0,Web Developer
95,75,High,Medium,Low,Technology,3,Software Engineer
94,70,Low,High,High,Technology,2,UI/UX Designer
70,81,Medium,High,Low,Technology,2,QA Engineer
73,92,Medium,High,Low,Technology,0,Junior Software Engineer
87,75,High,High,Low,Technology,1,Software Engineer
88,89,Low,Medium,High,Technology,2,UI/UX Designer
80,84,High,High,Low,Technology,1,Cyber Security Analyst
80,89,High,Medium,Low,Technology,0,ML Engineer (Junior)
89,94,High,Medium,Low,Technology,3,Cyber Security Analyst
71,93,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
81,76,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
78,90,High,High,Low,Technology,0,Cyber Security Analyst
90,79,Medium,High,Low,Technology,1,Data Analyst
93,87,High,Medium,Low,Technology,3,Cyber Security Analyst
89,84,High,High,Low,Technology,2,Cyber Security Analyst
88,88,High,Medium,Low,Technology,0,Backend Developer
84,76,High,High,Low,Technology,2,Cloud Engineer (Junior)
86,84,Medium,High,Low,Technology,3,Junior Software Engineer
91,95,High,High,Low,Technology,1,Cyber Security Analyst
75,83,Medium,Medium,Low,Technology,1,QA Engineer
71,89,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
79,82,Medium,High,Low,Technology,0,Junior Software Engineer
83,76,Low,High,High,Technology,0,UI/UX Designer
94,92,High,Medium,Low,Technology,3,Backend Developer
82,76,High,High,Low,Technology,0,Data Scientist (Junior)
92,78,High,Medium,Low,Technology,0,ML Engineer (Junior)
83,77,High,Medium,Low,Technology,2,Software Engineer
70,90,High,High,Low,Technology,1,Cyber Security Analyst
84,75,Medium,High,High,Technology,3,Frontend Developer
73,74,Medium,High,Low,Technology,1,QA Engineer
88,79,Medium,High,Low,Technology,0,Data Analyst
77,80,High,High,Low,Technology,1,Backend Developer
83,80,Medium,High,High,Technology,0,Frontend Developer
83,85,Medium,High,Medium,Technology,4,Web Developer
95,87,High,High,Low,Technology,1,Cloud Engineer (Junior)
76,78,Medium,High,Low,Technology,0,Data Analyst
73,91,Low,Medium,High,Technology,1,UI/UX Designer
72,72,Medium,High,High,Technology,1,Frontend Developer
88,79,High,High,Low,Technology,0,ML Engineer (Junior)
82,95,High,Medium,Low,Technology,0,ML Engineer (Junior)
85,85,Medium,Medium,Low,Technology,2,QA Engineer
88,79,Medium,High,Medium,Technology,0,Web Developer
87,83,Medium,High,Medium,Technology,3,Web Developer
80,80,Medium,Medium,Low,Technology,1,Data Analyst
93,77,High,High,Low,Technology,0,Cyber Security Analyst
91,70,High,High,Low,Technology,2,ML Engineer (Junior)
71,80,High,High,Low,Technology,0,Cyber Security Analyst
89,93,Medium,Medium,Low,Technology,0,Junior Software Engineer
84,84,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
87,80,High,Medium,Low,Technology,0,Software Engineer
83,88,High,High,Low,Technology,1,ML Engineer (Junior)
92,89,High,Medium,Low,Technology,1,ML Engineer (Junior)
83,78,High,Medium,Low,Technology,1,Data Scientist (Junior)
77,83,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
81,72,Medium,High,Medium,Technology,0,Web Developer
83,91,High,High,Low,Technology,1,Cyber Security Analyst
82,87,Medium,High,High,Technology,1,Frontend Developer
93,80,Medium,High,Low,Technology,1,Junior Software Engineer
91,86,High,Medium,Low,Technology,1,Backend Developer
84,78,High,High,Low,Technology,0,Cloud Engineer (Junior)
89,76,High,High,Low,Technology,1,Backend Developer
85,93,High,High,Low,Technology,0,Data Scientist (Junior)
80,77,Low,Medium,High,Technology,0,UI/UX Designer
94,76,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
93,94,High,High,Low,Technology,0,Software Engineer
82,94,High,Medium,Low,Technology,1,Software Engineer
73,93,High,High,Low,Technology,2,Cloud Engineer (Junior)
95,80,Medium,High,High,Technology,0,Frontend Developer
75,90,High,High,Low,Technology,0,Software Engineer
76,92,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
81,92,High,High,Low,Technology,0,DevOps Engineer (Junior)
71,75,High,High,Low,Technology,0,Cloud Engineer (Junior)
89,84,Low,High,High,Technology,1,UI/UX Designer
81,76,Medium,High,Low,Technology,5,Junior Software Engineer
91,82,High,High,Low,Technology,1,DevOps Engineer (Junior)
76,72,High,High,Low,Technology,2,Backend Developer
